event_id,index,match_id,frame_start,frame_end,frame_physical_start,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,option_player_id,option_player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_player_possession_frame_end,associated_player_possession_end_type_id,associated_player_possession_end_type,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,start_type_id,start_type,end_type_id,end_type,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,lead_to_shot,lead_to_goal,targeted,received,received_in_space,possession_danger,beaten_by_possession,beaten_by_movement,stop_possession_danger,reduce_possession_danger,force_backward,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,passing_option_at_player_possession_start,xloss_player_possession_start,xloss_player_possession_end,xloss_player_possession_max,xshot_player_possession_start,xshot_player_possession_end,xshot_player_possession_max,reception_difficulty_start,reception_difficulty_start_id,time_to_impact_start,time_to_impact_start_id,space_constraint_start,space_constraint_start_id,passing_option_ease_start,passing_option_ease_start_id,overall_pressure_start,overall_pressure_start_id,time_to_impact_end,time_to_impact_end_id,passing_option_ease_end,passing_option_ease_end_id,overall_pressure_end,overall_pressure_end_id,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_distance_to_goal_start,player_targeted_distance_to_goal_end,player_targeted_angle_to_goal_start,player_targeted_angle_to_goal_end,player_targeted_average_speed,player_targeted_speed_avg_band_id,player_targeted_speed_avg_band,speed_difference,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_distance_start,interplayer_distance_end,interplayer_distance_min,interplayer_distance_start_physical,close_at_player_possession_start,interplayer_angle,interplayer_direction_id,interplayer_direction,angle_of_engagement,goal_side_start,goal_side_end,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,n_teammates_ahead_end,n_teammates_ahead_start,n_player_targeted_opponents_ahead_start,n_player_targeted_opponents_ahead_end,n_player_targeted_teammates_ahead_start,n_player_targeted_teammates_ahead_end,n_player_targeted_teammates_within_5m_start,n_player_targeted_teammates_within_5m_end,n_player_targeted_opponents_within_5m_start,n_player_targeted_opponents_within_5m_end,separation_start,separation_end,separation_gain,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,passing_option_at_pass_moment,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,n_simultaneous_passing_options,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,affected_line_breaking_passing_option_id,affected_line_break_id,affected_line_break,affected_line_breaking_passing_option_attempted,affected_line_breaking_passing_option_xthreat,affected_line_breaking_passing_option_dangerous,affected_line_breaking_passing_option_run_subtype_id,affected_line_breaking_passing_option_run_subtype,pressing_chain,pressing_chain_length,pressing_chain_end_type_id,pressing_chain_end_type,pressing_chain_index,index_in_pressing_chain,simultaneous_defensive_engagement_same_target,simultaneous_defensive_engagement_same_target_rank,consecutive_on_ball_engagements,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated,possession_epv_for_start,possession_epv_for_end,possession_epv_against_start,possession_epv_against_end,pass_reception_epv_for,pass_reception_epv_against,possession_epv_total,pass_epv_total,possession_epv_delta_for,possession_epv_delta_against,pass_epv_delta_for,pass_epv_delta_against,associated_possession_id_norm,event_id_norm,carrier_id,carrier_name,carrier_team_id,actual_receiver_id,actual_receiver_name,pass_completed,chosen
7_0,3,1996435,118,137,,00:10.8,00:12.7,0,10,1.9,1,2,right_to_left,7,passing_option,,,51686,A. Goodwin,19,CF,809070.0,E. Cox,1.0,GK,866,Adelaide United,10.13,13.25,2,half_space_left,2,middle_third,False,18.6,16.94,2,half_space_left,3,attacking_third,False,8_1,118.0,,,,1_0,8.0,run_ahead_of_the_ball,3,drawing,0,0,2,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,8.84,23.54,1.0,forward,False,False,18.34,2.0,running,3.0,ahead,3.0,ahead,49.81,57.65,-38.05,0.63,3.0,center,1.0,defensive_third,False,-36.9,1.35,3.0,center,1.0,defensive_third,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.65,3.0,long,,,,,,15.69,1.0,forward,,,,19.15,22.54,9.02,3.94,-5.08,33.35,29.96,-3.39,True,True,,,,,,,,,,,2.72,4.74,2.02,,,,,,,True,True,False,False,0.0012,0.8286,0.8867,True,137.0,2.0,True,451.0,2.0,,,,True,1.0,through,False,,,2.0,second_last,1.0,through,10.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,,,,,,,,,,,,,8_1,8_1,809070,E. Cox,866,51686.0,A. Goodwin,False,1
7_1,4,1996435,125,137,,00:11.5,00:12.7,0,11,1.2,1,2,right_to_left,7,passing_option,,,51646,J. Yull,16,LW,809070.0,E. Cox,1.0,GK,866,Adelaide United,7.13,28.66,1,wide_left,2,middle_third,False,10.88,27.79,1,wide_left,2,middle_third,False,8_1,118.0,,,,,,,3,drawing,0,0,2,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,3.85,-13.06,1.0,forward,False,False,11.62,1.0,jogging,3.0,ahead,3.0,ahead,52.95,54.61,-37.91,0.81,3.0,center,1.0,defensive_third,False,-36.9,1.35,3.0,center,1.0,defensive_third,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,3.0,long,,,,,,29.23,1.0,forward,,,,19.91,22.54,12.78,11.66,-1.12,32.59,29.96,-2.63,False,False,,,,,,,,,,,9.03,7.72,-1.31,,,,,,,True,True,False,False,0.0013,0.812,0.8996,True,136.0,2.0,True,451.0,2.0,,,,True,2.0,around,False,,,2.0,second_last,2.0,around,10.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,,,,,,,,,,,,,8_1,8_1,809070,E. Cox,866,51686.0,A. Goodwin,False,0
7_2,5,1996435,129,137,,00:11.9,00:12.7,0,11,0.8,1,2,right_to_left,7,passing_option,,,50959,S. Mauk,15,AM,809070.0,E. Cox,1.0,GK,866,Adelaide United,5.36,15.33,2,half_space_left,2,middle_third,False,7.86,15.11,2,half_space_left,2,middle_third,False,8_1,118.0,,,,,,,3,drawing,0,0,2,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,2.51,-5.03,1.0,forward,False,False,11.31,1.0,jogging,3.0,ahead,3.0,ahead,45.44,46.83,-37.74,0.94,3.0,center,1.0,defensive_third,False,-36.9,1.35,3.0,center,1.0,defensive_third,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35,3.0,long,,,,,,17.66,1.0,forward,,,,20.67,22.54,15.31,14.68,-0.63,31.83,29.96,-1.87,True,True,,,,,,,,,,,2.82,2.33,-0.49,,,,,,,True,True,False,False,0.0011,0.7851,0.8536,True,134.0,2.0,True,451.0,2.0,,,,True,1.0,through,False,,,2.0,second_last,1.0,through,10.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,,,,,,,,,,,,,8_1,8_1,809070,E. Cox,866,51686.0,A. Goodwin,False,0
7_3,14,1996435,270,279,,00:26.0,00:26.9,0,26,0.9,1,2,right_to_left,7,passing_option,,,51646,J. Yull,16,LW,50959.0,S. Mauk,15.0,AM,866,Adelaide United,20.38,13.13,2,half_space_left,3,attacking_third,False,18.49,12.06,2,half_space_left,3,attacking_third,False,8_6,270.0,,,,,,,3,drawing,0,0,6,,,,,,,,5,chaotic,5,chaotic,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,2.07,-150.48,2.0,backward,False,False,8.66,1.0,jogging,2.0,same_line,2.0,same_line,7.78,5.3,18.35,5.62,3.0,center,3.0,attacking_third,False,16.67,7.08,3.0,center,2.0,middle_third,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,1.0,short,,,,,,69.92,3.0,sideway_left,,,,28.51,27.24,8.13,8.75,0.62,23.99,25.26,1.27,True,True,,,,,,,,,,,2.71,2.75,0.04,,,,,,,False,True,False,True,0.0079,0.5237,0.8664,True,279.0,3.0,False,,,,,,,,,,,,,,,,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,8_6,8_6,50959,S. Mauk,866,51686.0,A. Goodwin,False,0
7_4,15,1996435,270,279,,00:26.0,00:26.9,0,26,0.9,1,2,right_to_left,7,passing_option,,,560893,E. Alagich,9,LDM,50959.0,S. Mauk,15.0,AM,866,Adelaide United,12.33,10.47,2,half_space_left,2,middle_third,False,11.47,10.99,2,half_space_left,2,middle_third,False,8_6,270.0,,,,,,,3,drawing,0,0,6,,,,,,,,5,chaotic,5,chaotic,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,0.88,148.84,2.0,backward,False,False,4.02,1.0,jogging,1.0,behind,1.0,behind,7.73,6.51,18.35,5.62,3.0,center,3.0,attacking_third,False,16.67,7.08,3.0,center,2.0,middle_third,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43,1.0,short,,,,,,141.23,2.0,backward,,,,28.51,27.24,16.18,15.77,-0.41,23.99,25.26,1.27,True,False,,,,,,,,,,,5.83,4.92,-0.91,,,,,,,False,True,False,False,0.0027,0.7714,0.6542,True,272.0,3.0,False,,,,,,,,,,,,,,,,7.0,9.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,8_6,8_6,50959,S. Mauk,866,51686.0,A. Goodwin,False,0
7_5,16,1996435,270,279,,00:26.0,00:26.9,0,26,0.9,1,2,right_to_left,7,passing_option,,,973078,F. Talladira,2,LB,50959.0,S. Mauk,15.0,AM,866,Adelaide United,10.6,15.48,2,half_space_left,2,middle_third,False,10.88,15.8,2,half_space_left,2,middle_third,False,8_6,270.0,,,,,,,3,drawing,0,0,6,,,,,,,,5,chaotic,5,chaotic,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,0.46,48.81,3.0,sideway_left,False,False,2.01,1.0,jogging,1.0,behind,1.0,behind,12.54,10.47,18.35,5.62,3.0,center,3.0,attacking_third,False,16.67,7.08,3.0,center,2.0,middle_third,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.01,1.0,short,,,,,,126.88,3.0,sideway_left,,,,28.51,27.24,17.91,16.36,-1.55,23.99,25.26,1.27,False,False,,,,,,,,,,,7.5,5.75,-1.75,,,,,,,False,True,False,False,0.0024,0.7662,0.7869,True,272.0,3.0,False,,,,,,,,,,,,,,,,7.0,9.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,8_6,8_6,50959,S. Mauk,866,51686.0,A. Goodwin,False,0
7_6,17,1996435,272,279,,00:26.2,00:26.9,0,26,0.7,1,2,right_to_left,7,passing_option,,,51686,A. Goodwin,19,CF,50959.0,S. Mauk,15.0,AM,866,Adelaide United,27.7,5.91,3,center,3,attacking_third,False,26.63,6.4,3,center,3,attacking_third,False,8_6,270.0,,,,,,,3,drawing,0,0,6,,,,,,,,5,chaotic,5,chaotic,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,0.99,155.39,2.0,backward,False,False,6.03,1.0,jogging,3.0,ahead,3.0,ahead,9.77,9.98,17.93,5.91,3.0,center,3.0,attacking_third,False,16.67,7.08,3.0,center,2.0,middle_third,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98,1.0,short,,,,,,-3.91,1.0,forward,,,,28.18,27.24,0.48,0.61,0.13,24.32,25.26,0.94,True,True,,,,,,,,,,,2.51,2.31,-0.19,,,,,,,True,True,False,True,0.0156,0.4262,0.7589,True,279.0,3.0,False,,,,,,,,,,,,,,,,7.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,8_6,8_6,50959,S. Mauk,866,51686.0,A. Goodwin,False,1
7_7,21,1996435,292,292,,00:28.2,00:28.2,0,28,0.0,1,1,left_to_right,7,passing_option,,,51000,J. Courtney-Perkins,2,LB,28293.0,Léo Sena,9.0,LDM,869,Sydney FC,-23.3,4.88,3,center,1,defensive_third,False,-23.3,4.88,3,center,1,defensive_third,False,8_7,292.0,,,,,,,3,drawing,0,0,7,,,,,,,,5,chaotic,5,chaotic,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,,,,,,,0.0,63.15,3.0,sideway_left,False,False,6.62,1.0,jogging,2.0,same_line,2.0,same_line,11.88,11.88,-22.3,-6.96,3.0,center,1.0,defensive_third,False,-22.3,-6.96,3.0,center,1.0,defensive_third,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,1.0,short,,,,,,94.83,3.0,sideway_left,,,,-0.4,-0.4,22.9,22.9,0.0,52.9,52.9,0.0,False,False,,,,,,,,,,,9.0,8.52,-0.48,14.81,1.0,short,93.99,3.0,sideway_left,False,True,False,False,0.0008,0.957,0.8724,True,292.0,0.0,False,,,,,,,,,,,,,,,,9.0,10.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,False,,,,,,,,,,,,,8_7,8_7,28293,Léo Sena,869,51000.0,J. Courtney-Perkins,True,1
7_8,24,1996435,311,322,,00:30.1,00:31.2,0,30,1.1,1,1,left_to_right,7,passing_option,,,17231,P. Klimala,19,CF,51000.0,J. Courtney-Perkins,2.0,LB,869,Sydney FC,-0.73,-3.39,3,center,2,middle_third,False,0.89,3.0,3,center,2,middle_third,False,8_8,302.0,,,,,,,3,drawing,0,0,8,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,5.83,75.77,3.0,sideway_left,False,False,,,,3.0,ahead,3.0,ahead,27.96,29.53,-24.08,11.99,2.0,half_space_left,1.0,defensive_third,False,-24.4,18.24,2.0,half_space_left,1.0,defensive_third,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.53,2.0,medium,,,,,,-31.07,1.0,forward,,,,1.47,3.69,2.2,2.8,0.6,51.03,48.81,-2.22,True,True,,,,,,,,,,,3.63,5.6,1.97,,,,,,,True,True,False,True,0.005,0.4691,0.8511,True,322.0,0.0,False,,,,,,,,,,,,,,,,9.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True,,,,,,,,,,,,,8_8,8_8,51000,J. Courtney-Perkins,869,17231.0,P. Klimala,False,1
7_9,27,1996435,394,402,,00:38.4,00:39.2,0,38,0.8,1,2,right_to_left,7,passing_option,,,809070,E. Cox,1,GK,26766.0,B. Vriends,6.0,RCB,866,Adelaide United,-38.99,-13.31,4,half_space_right,1,defensive_third,False,-40.32,-11.24,4,half_space_right,1,defensive_third,False,8_10,394.0,,,,,,,3,drawing,0,0,9,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,2.46,122.72,3.0,sideway_left,False,False,11.04,1.0,jogging,1.0,behind,1.0,behind,9.58,10.99,-31.55,-19.34,4.0,half_space_right,1.0,defensive_third,False,-31.97,-18.38,4.0,half_space_right,1.0,defensive_third,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58,1.0,short,,,,,,140.98,2.0,backward,,,,8.39,6.66,47.38,46.98,-0.4,44.11,45.84,1.73,False,False,,,,,,,,,,,17.21,14.64,-2.57,,,,,,,False,True,False,False,0.0,0.9981,0.9533,True,394.0,1.0,True,4141.0,2.0,,,,False,,,False,,,,,,,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,,,,,,,,,,,,,8_10,8_10,26766,B. Vriends,866,809759.0,P. Kikianis,True,0
